Model,Validation_Accuracy,Validation_Precision,Validation_Recall,Validation_F1,Validation_ROC_AUC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC_AUC,Test_Fake_Support,Test_Real_Support,CV_Best_F1,Target_F1,Target_Achieved
XGBoost,0.9966751918158567,0.9948308270676691,0.999056158565361,0.9969390157758418,0.9997565300151852,0.9971874200971619,0.995768688293371,0.9990566037735849,0.9974099364257123,0.9997803482822919,1791,2120,0.997701,0.88,True
